file,frame,object_id,x,y,width,height
PETS2009-S1L2-1-cropped.xml,126,14,255.398,199.6106,22.867,77.0118
PETS2009-S1L2-1-cropped.xml,126,15,259.8011,208.5204,29.6634,78.1647
PETS2009-S1L2-1-cropped.xml,126,16,279.2878,202.4069,19.7014,70.4794
PETS2009-S1L2-1-cropped.xml,126,17,291.9072,244.4179,23.6228,79.1317
PETS2009-S1L2-1-cropped.xml,126,18,285.7135,250.3674,32.4969,91.6617
PETS2009-S1L2-1-cropped.xml,126,19,271.2338,228.2015,27.2903,86.6657
PETS2009-S1L2-1-cropped.xml,126,20,308.5828,226.1746,23.6104,81.7938
PETS2009-S1L2-1-cropped.xml,126,21,353.1653,263.2363,24.6717,86.185
PETS2009-S1L2-1-cropped.xml,126,22,321.4737,211.6953,21.5212,74.3508
PETS2009-S1L2-1-cropped.xml,126,23,334.4444,221.1491,21.2763,74.8731
PETS2009-S1L2-1-cropped.xml,126,24,334.2312,206.1213,22.9703,85.4495
PETS2009-S1L2-1-cropped.xml,126,25,338.0367,248.3344,25.9655,82.2492
PETS2009-S1L2-1-cropped.xml,126,26,458.7346,301.9655,37.4111,112.351
PETS2009-S1L2-1-cropped.xml,126,27,410.571,296.4849,33.0787,95.9116
PETS2009-S1L2-1-cropped.xml,126,28,407.2304,281.7413,30.1486,88.2179
PETS2009-S1L2-1-cropped.xml,126,29,465.6424,238.5379,21.475,82.2572
PETS2009-S1L2-1-cropped.xml,126,31,352.876,244.7881,25.6647,83.2718
PETS2009-S1L2-1-cropped.xml,126,32,380.7126,238.5988,25.1399,82.9949
PETS2009-S1L2-1-cropped.xml,126,33,376.6829,281.4094,31.7519,90.2909
PETS2009-S1L2-1-cropped.xml,126,34,393.4758,248.6129,23.685,78.1572
PETS2009-S1L2-1-cropped.xml,126,35,402.5369,218.6652,20.725,78.9216
PETS2009-S1L2-1-cropped.xml,126,36,410.2518,209.4536,16.5545,71.3332
PETS2009-S1L2-1-cropped.xml,126,37,419.6866,231.695,21.84,78.23
PETS2009-S1L2-1-cropped.xml,126,38,436.8312,214.69,29.7426,84.74
PETS2009-S1L2-1-cropped.xml,126,39,454.3643,278.6331,30.9675,84.299
PETS2009-S1L2-1-cropped.xml,126,40,444.1758,257.0438,24.8416,88.925
PETS2009-S1L2-1-cropped.xml,126,41,485.106,225.0977,20.8279,78.1718
PETS2009-S1L2-1-cropped.xml,126,42,484.2091,242.0735,23.4242,80.7619
PETS2009-S1L2-1-cropped.xml,127,1,652.5601,282.1429,33.4919,92.7325
PETS2009-S1L2-1-cropped.xml,127,2,631.0358,290.76,27.0669,97.7638
PETS2009-S1L2-1-cropped.xml,127,3,610.4987,297.6285,30.5165,97.647
PETS2009-S1L2-1-cropped.xml,127,4,581.5107,305.0406,33.0914,103.6378
PETS2009-S1L2-1-cropped.xml,127,5,565.1682,262.9624,26.9175,98.4643
PETS2009-S1L2-1-cropped.xml,127,6,549.0218,349.5822,33.1431,110.5644
PETS2009-S1L2-1-cropped.xml,127,7,515.2364,244.0883,25.2729,80.2266
PETS2009-S1L2-1-cropped.xml,127,8,516.7326,293.0422,27.1519,100.7554
PETS2009-S1L2-1-cropped.xml,127,9,500.6577,302.6172,34.6131,101.0376
PETS2009-S1L2-1-cropped.xml,127,10,519.4297,271.495,29.952,100.3065
PETS2009-S1L2-1-cropped.xml,127,12,226.7517,233.1389,28.0564,82.7045
PETS2009-S1L2-1-cropped.xml,127,13,238.0679,223.1919,27.4541,82.4222
PETS2009-S1L2-1-cropped.xml,127,14,260.7127,200.595,22.7853,77.39
PETS2009-S1L2-1-cropped.xml,127,15,266.1009,209.6585,29.4628,78.7897
PETS2009-S1L2-1-cropped.xml,127,16,285.0696,203.0085,19.6226,70.7099
PETS2009-S1L2-1-cropped.xml,127,17,298.1309,245.7275,23.6093,79.7287
PETS2009-S1L2-1-cropped.xml,127,18,290.8182,251.4259,32.3908,92.045
PETS2009-S1L2-1-cropped.xml,127,19,276.8832,228.9192,27.5535,86.5912
PETS2009-S1L2-1-cropped.xml,127,20,315.0533,227.1917,23.6713,81.6837
PETS2009-S1L2-1-cropped.xml,127,21,359.0882,265.1874,25.2569,86.755
PETS2009-S1L2-1-cropped.xml,127,22,327.448,212.9294,21.6886,74.6398
PETS2009-S1L2-1-cropped.xml,127,23,341.1031,222.6341,21.4239,75.1601
PETS2009-S1L2-1-cropped.xml,127,24,340.2822,207.0871,23.0634,85.4271
PETS2009-S1L2-1-cropped.xml,127,25,344.5255,249.6636,25.9797,82.3232
PETS2009-S1L2-1-cropped.xml,127,26,466.1933,304.4117,38.1727,112.9029
PETS2009-S1L2-1-cropped.xml,127,27,417.5496,298.8974,32.6565,96.7006
PETS2009-S1L2-1-cropped.xml,127,28,413.3461,283.1691,30.5247,88.365
PETS2009-S1L2-1-cropped.xml,127,29,472.2683,239.9852,21.525,82.4392
PETS2009-S1L2-1-cropped.xml,127,31,359.1691,246.2215,25.6879,83.6948
PETS2009-S1L2-1-cropped.xml,127,32,387.2283,240.1387,25.3628,83.5298
PETS2009-S1L2-1-cropped.xml,127,33,382.1527,283.6416,32.2434,90.7653
PETS2009-S1L2-1-cropped.xml,127,34,399.9018,250.181,23.7097,78.5907
PETS2009-S1L2-1-cropped.xml,127,35,409.0169,219.9438,20.8883,79.365
PETS2009-S1L2-1-cropped.xml,127,36,417.0141,210.6494,16.5719,71.5471
PETS2009-S1L2-1-cropped.xml,127,37,426.1921,232.9967,21.9175,78.305
PETS2009-S1L2-1-cropped.xml,127,38,442.8873,215.8293,29.5571,84.6644
PETS2009-S1L2-1-cropped.xml,127,39,460.7352,280.6968,31.2611,84.2494
PETS2009-S1L2-1-cropped.xml,127,40,450.764,258.7373,24.958,89.395
PETS2009-S1L2-1-cropped.xml,127,41,492.175,226.7381,20.9,78.4388
PETS2009-S1L2-1-cropped.xml,127,42,491.3711,243.8222,23.6881,81.2059
PETS2009-S1L2-1-cropped.xml,128,1,660.3099,284.4377,33.4881,93.5753
PETS2009-S1L2-1-cropped.xml,128,2,639.107,292.9154,26.7842,98.2892
PETS2009-S1L2-1-cropped.xml,128,3,619.4449,300.2732,30.632,98.3008
PETS2009-S1L2-1-cropped.xml,128,4,589.9492,307.3929,32.7562,104.1849
PETS2009-S1L2-1-cropped.xml,128,5,573.1798,265.1694,27.4608,99.0835
PETS2009-S1L2-1-cropped.xml,128,6,556.284,351.7357,34.0271,111.2258
PETS2009-S1L2-1-cropped.xml,128,7,521.7925,245.6595,25.135,80.8133
PETS2009-S1L2-1-cropped.xml,128,8,523.6349,294.9455,26.5674,100.809
PETS2009-S1L2-1-cropped.xml,128,9,508.1877,304.9314,34.8591,101.7886
PETS2009-S1L2-1-cropped.xml,128,10,526.6259,273.7775,30.2145,100.7815
PETS2009-S1L2-1-cropped.xml,128,11,140.3589,193.4618,29.99,70.8484
PETS2009-S1L2-1-cropped.xml,128,12,232.0176,234.3448,28.1639,83.0748
PETS2009-S1L2-1-cropped.xml,128,13,244.0419,224.0369,27.6146,82.4419
PETS2009-S1L2-1-cropped.xml,128,14,266.0313,201.585,22.7025,77.77
PETS2009-S1L2-1-cropped.xml,128,15,272.3929,210.8139,29.2442,79.4478
PETS2009-S1L2-1-cropped.xml,128,16,290.773,203.6258,19.5336,70.9309
PETS2009-S1L2-1-cropped.xml,128,17,304.3813,247.0525,23.59,80.335
PETS2009-S1L2-1-cropped.xml,128,18,295.9233,252.496,32.2872,92.4316
PETS2009-S1L2-1-cropped.xml,128,19,282.5093,229.747,27.9021,86.6
PETS2009-S1L2-1-cropped.xml,128,20,321.7684,228.3583,23.7329,81.5823
PETS2009-S1L2-1-cropped.xml,128,21,364.9009,267.1278,25.9099,87.325
PETS2009-S1L2-1-cropped.xml,128,22,333.397,214.2387,21.8766,75.054
PETS2009-S1L2-1-cropped.xml,128,23,347.8671,224.1636,21.5812,75.4834
PETS2009-S1L2-1-cropped.xml,128,24,346.5881,208.2127,23.1767,85.3719
PETS2009-S1L2-1-cropped.xml,128,25,350.8579,251.0489,26.0841,82.5758
PETS2009-S1L2-1-cropped.xml,128,26,473.6029,306.8958,38.9453,113.3834
PETS2009-S1L2-1-cropped.xml,128,27,424.5444,301.305,32.1887,97.5
PETS2009-S1L2-1-cropped.xml,128,28,419.4658,284.5875,30.9016,88.5084
PETS2009-S1L2-1-cropped.xml,128,29,478.8529,241.3841,21.575,82.6208
PETS2009-S1L2-1-cropped.xml,128,31,365.4257,247.6693,25.6985,84.0987
PETS2009-S1L2-1-cropped.xml,128,32,393.7133,241.7096,25.6328,84.1833
PETS2009-S1L2-1-cropped.xml,128,33,387.7771,285.9215,32.6079,91.331
PETS2009-S1L2-1-cropped.xml,128,34,406.4963,251.7149,23.7341,79.0077
PETS2009-S1L2-1-cropped.xml,128,35,415.4966,221.2245,21.0516,79.8084
PETS2009-S1L2-1-cropped.xml,128,36,423.7907,211.9077,16.5604,71.8325
PETS2009-S1L2-1-cropped.xml,128,37,432.6973,234.298,21.9947,78.38
PETS2009-S1L2-1-cropped.xml,128,38,448.9951,216.9826,29.3786,84.6031
PETS2009-S1L2-1-cropped.xml,128,39,467.3557,282.9497,31.452,84.4752
PETS2009-S1L2-1-cropped.xml,128,40,457.3581,260.5108,25.0742,89.865
PETS2009-S1L2-1-cropped.xml,128,41,499.2611,228.3936,20.9721,78.7103
PETS2009-S1L2-1-cropped.xml,128,42,498.3612,245.7263,23.9519,81.6503
PETS2009-S1L2-1-cropped.xml,129,1,668.0598,286.7325,33.4841,94.4184
PETS2009-S1L2-1-cropped.xml,129,2,647.0949,295.0554,26.6016,98.984
PETS2009-S1L2-1-cropped.xml,129,3,628.4249,302.9546,30.725,98.955
PETS2009-S1L2-1-cropped.xml,129,4,598.4082,309.8995,32.9925,104.6999
PETS2009-S1L2-1-cropped.xml,129,5,581.0573,267.4284,28.2042,99.7361
PETS2009-S1L2-1-cropped.xml,129,6,563.6375,353.9581,34.8398,111.8753
PETS2009-S1L2-1-cropped.xml,129,7,528.3551,247.2352,25.0039,81.3966
PETS2009-S1L2-1-cropped.xml,129,8,530.7462,297.0024,26.095,100.9746
PETS2009-S1L2-1-cropped.xml,129,9,515.9455,307.392,35.1047,102.6253
PETS2009-S1L2-1-cropped.xml,129,10,533.809,275.7226,30.4149,100.3999
PETS2009-S1L2-1-cropped.xml,129,11,149.4461,193.4977,30.0966,71.0253
PETS2009-S1L2-1-cropped.xml,129,12,237.111,235.478,28.1965,83.4889
PETS2009-S1L2-1-cropped.xml,129,13,250.0078,224.881,27.7649,82.4581
PETS2009-S1L2-1-cropped.xml,129,14,271.35,202.575,22.62,78.15
PETS2009-S1L2-1-cropped.xml,129,15,278.6828,211.9745,29.02,80.1158
PETS2009-S1L2-1-cropped.xml,129,16,296.3983,204.259,19.4344,71.1426
PETS2009-S1L2-1-cropped.xml,129,17,310.6398,248.3819,23.5688,80.9438
PETS2009-S1L2-1-cropped.xml,129,18,301.0282,253.6058,32.1909,92.8292
PETS2009-S1L2-1-cropped.xml,129,19,288.176,230.7567,28.2994,86.6808
PETS2009-S1L2-1-cropped.xml,129,20,328.6632,229.6343,23.795,81.4871
PETS2009-S1L2-1-cropped.xml,129,21,370.6667,269.0693,26.5825,87.895
PETS2009-S1L2-1-cropped.xml,129,22,339.3323,215.5887,22.0753,75.5358
PETS2009-S1L2-1-cropped.xml,129,23,354.6655,225.7112,21.7412,75.8235
PETS2009-S1L2-1-cropped.xml,129,24,353.0813,209.4559,23.3045,85.2929
PETS2009-S1L2-1-cropped.xml,129,25,357.034,252.4907,26.2791,83.0069
PETS2009-S1L2-1-cropped.xml,129,26,480.9461,309.4315,39.7327,113.7665
PETS2009-S1L2-1-cropped.xml,129,27,431.5453,303.7091,31.7317,98.2985
PETS2009-S1L2-1-cropped.xml,129,28,425.5854,286.006,31.2784,88.652
PETS2009-S1L2-1-cropped.xml,129,29,485.4074,242.7476,21.625,82.8028
PETS2009-S1L2-1-cropped.xml,129,31,371.6679,249.1227,25.7042,84.4953
PETS2009-S1L2-1-cropped.xml,129,32,400.1675,243.3111,25.9499,84.9554
PETS2009-S1L2-1-cropped.xml,129,33,393.6124,288.2665,32.7998,92.021
PETS2009-S1L2-1-cropped.xml,129,34,413.1632,253.2321,23.7581,79.4167
PETS2009-S1L2-1-cropped.xml,129,35,421.9765,222.5057,21.2147,80.252
PETS2009-S1L2-1-cropped.xml,129,36,430.5755,213.1999,16.5336,72.1564
PETS2009-S1L2-1-cropped.xml,129,37,439.2025,235.5991,22.0716,78.455
PETS2009-S1L2-1-cropped.xml,129,38,455.2339,218.1713,29.218,84.5773
PETS2009-S1L2-1-cropped.xml,129,39,474.2259,285.3915,31.5407,84.9759
PETS2009-S1L2-1-cropped.xml,129,40,463.973,262.3965,25.19,90.335
PETS2009-S1L2-1-cropped.xml,129,41,506.3539,230.0549,21.0437,78.9834
PETS2009-S1L2-1-cropped.xml,129,42,505.1174,247.8418,24.2158,82.095
PETS2009-S1L2-1-cropped.xml,130,1,675.8098,289.0275,33.4797,95.2616
PETS2009-S1L2-1-cropped.xml,130,2,654.9991,297.18,26.519,99.848
PETS2009-S1L2-1-cropped.xml,130,3,637.3976,305.6528,30.793,99.6092
PETS2009-S1L2-1-cropped.xml,130,4,606.8883,312.5599,33.8008,105.1829
PETS2009-S1L2-1-cropped.xml,130,5,588.8322,269.726,29.0863,100.411
PETS2009-S1L2-1-cropped.xml,130,6,571.1084,356.3556,35.4705,112.4945
PETS2009-S1L2-1-cropped.xml,130,7,534.9396,248.8253,24.8953,81.9681
PETS2009-S1L2-1-cropped.xml,130,8,538.1425,299.2691,25.776,101.293
PETS2009-S1L2-1-cropped.xml,130,9,523.9311,309.9987,35.3499,103.5479
PETS2009-S1L2-1-cropped.xml,130,10,540.9822,277.4201,30.5697,99.3891
PETS2009-S1L2-1-cropped.xml,130,11,158.5478,193.5363,30.203,71.2025
PETS2009-S1L2-1-cropped.xml,130,12,242.0314,236.5383,28.154,83.9464
PETS2009-S1L2-1-cropped.xml,130,13,255.9757,225.7332,27.916,82.482
PETS2009-S1L2-1-cropped.xml,130,14,276.6688,203.565,22.5375,78.53
PETS2009-S1L2-1-cropped.xml,130,15,284.9729,213.1351,28.7958,80.7842
PETS2009-S1L2-1-cropped.xml,130,16,301.9666,204.9042,19.3278,71.3479
PETS2009-S1L2-1-cropped.xml,130,17,316.898,249.7194,23.5539,81.5491
PETS2009-S1L2-1-cropped.xml,130,18,306.132,254.8153,32.113,93.2549
PETS2009-S1L2-1-cropped.xml,130,19,293.912,231.961,28.7187,86.8168
PETS2009-S1L2-1-cropped.xml,130,20,335.6547,230.9693,23.8571,81.3954
PETS2009-S1L2-1-cropped.xml,130,21,376.4459,271.0293,27.2195,88.465
PETS2009-S1L2-1-cropped.xml,130,22,345.2754,216.9567,22.2781,76.0435
PETS2009-S1L2-1-cropped.xml,130,23,361.4508,227.2666,21.898,76.1771
PETS2009-S1L2-1-cropped.xml,130,24,359.6751,210.7628,23.4396,85.2013
PETS2009-S1L2-1-cropped.xml,130,25,363.0958,253.9738,26.5408,83.5695
PETS2009-S1L2-1-cropped.xml,130,26,488.2229,312.0184,40.5351,114.0519
PETS2009-S1L2-1-cropped.xml,130,27,438.552,306.1057,31.3586,99.0837
PETS2009-S1L2-1-cropped.xml,130,28,431.7055,287.4246,31.6553,88.7958
PETS2009-S1L2-1-cropped.xml,130,29,491.9456,244.092,21.675,82.9851
PETS2009-S1L2-1-cropped.xml,130,31,377.9151,250.5826,25.7081,84.891
PETS2009-S1L2-1-cropped.xml,130,32,406.5991,244.935,26.3017,85.8148
PETS2009-S1L2-1-cropped.xml,130,33,399.6589,290.6766,32.8193,92.8353
PETS2009-S1L2-1-cropped.xml,130,34,419.851,254.7438,23.7819,79.8233
PETS2009-S1L2-1-cropped.xml,130,35,428.4646,223.7864,21.3762,80.688
PETS2009-S1L2-1-cropped.xml,130,36,437.3586,214.5008,16.5048,72.4859
PETS2009-S1L2-1-cropped.xml,130,37,445.7112,236.9052,22.1484,78.5309
PETS2009-S1L2-1-cropped.xml,130,38,461.7161,219.425,29.0903,84.6166
PETS2009-S1L2-1-cropped.xml,130,39,481.2801,287.972,31.5546,85.6785
PETS2009-S1L2-1-cropped.xml,130,40,470.6406,264.4033,25.3058,90.805
PETS2009-S1L2-1-cropped.xml,130,41,513.4536,231.7205,21.1147,79.2566
PETS2009-S1L2-1-cropped.xml,130,42,511.6393,250.1683,24.48,82.5397
PETS2009-S1L2-1-cropped.xml,131,1,683.5596,291.3223,33.475,96.1047
PETS2009-S1L2-1-cropped.xml,131,2,662.8484,299.304,26.5016,100.8411
PETS2009-S1L2-1-cropped.xml,131,3,646.3222,308.3678,30.8098,100.2631
PETS2009-S1L2-1-cropped.xml,131,4,615.3948,315.3355,35.0145,105.6469
PETS2009-S1L2-1-cropped.xml,131,5,596.5407,272.0462,30.0189,101.0919
PETS2009-S1L2-1-cropped.xml,131,6,578.7259,359.0037,35.8405,113.0706
PETS2009-S1L2-1-cropped.xml,131,7,541.5797,250.4503,24.8444,82.5098
PETS2009-S1L2-1-cropped.xml,131,8,545.8243,301.7461,25.6105,101.7643
PETS2009-S1L2-1-cropped.xml,131,9,532.084,312.7124,35.595,104.5338
PETS2009-S1L2-1-cropped.xml,131,10,548.1654,278.9943,30.6983,98.055
PETS2009-S1L2-1-cropped.xml,131,11,167.6499,193.575,30.3092,71.38
PETS2009-S1L2-1-cropped.xml,131,12,246.8242,237.5453,28.0564,84.4356
PETS2009-S1L2-1-cropped.xml,131,13,261.951,226.6128,28.0702,82.5327
PETS2009-S1L2-1-cropped.xml,131,14,281.9992,204.555,22.4635,78.9077
PETS2009-S1L2-1-cropped.xml,131,15,291.2632,214.2953,28.572,81.4522
PETS2009-S1L2-1-cropped.xml,131,16,307.5046,205.5557,19.2175,71.5495
PETS2009-S1L2-1-cropped.xml,131,17,323.1539,251.0855,23.5616,82.1435
PETS2009-S1L2-1-cropped.xml,131,18,311.2338,256.2089,32.0697,93.7325
PETS2009-S1L2-1-cropped.xml,131,19,299.7071,233.3114,29.1465,86.9883
PETS2009-S1L2-1-cropped.xml,131,20,342.6844,232.3275,23.9187,81.305
PETS2009-S1L2-1-cropped.xml,131,21,382.2882,273.0289,27.7654,89.035
PETS2009-S1L2-1-cropped.xml,131,22,351.2624,218.336,22.4819,76.5565
PETS2009-S1L2-1-cropped.xml,131,23,368.1723,228.829,22.0434,76.5541
PETS2009-S1L2-1-cropped.xml,131,24,366.3082,212.0947,23.5771,85.105
PETS2009-S1L2-1-cropped.xml,131,25,369.0963,255.4786,26.8384,84.2028
PETS2009-S1L2-1-cropped.xml,131,26,495.4508,314.6428,41.3486,114.2656
PETS2009-S1L2-1-cropped.xml,131,27,445.5739,308.4834,31.1989,99.835
PETS2009-S1L2-1-cropped.xml,131,28,437.8263,288.8433,32.0325,88.94
PETS2009-S1L2-1-cropped.xml,131,29,498.4775,245.4288,21.725,83.1676
PETS2009-S1L2-1-cropped.xml,131,31,384.1934,252.0592,25.7119,85.2899
PETS2009-S1L2-1-cropped.xml,131,32,413.0186,246.5711,26.6722,86.7217
PETS2009-S1L2-1-cropped.xml,131,33,405.861,293.1345,32.7123,93.7409
PETS2009-S1L2-1-cropped.xml,131,34,426.5388,256.255,23.8058,80.23
PETS2009-S1L2-1-cropped.xml,131,35,434.9821,225.066,21.5331,81.0973
PETS2009-S1L2-1-cropped.xml,131,36,444.1256,215.7896,16.4877,72.7855
PETS2009-S1L2-1-cropped.xml,131,37,452.2323,238.2294,22.2253,78.6099
PETS2009-S1L2-1-cropped.xml,131,38,468.53,220.7666,29.0067,84.7437
PETS2009-S1L2-1-cropped.xml,131,39,488.434,290.6275,31.5279,86.4904
PETS2009-S1L2-1-cropped.xml,131,40,477.4061,266.5142,25.422,91.275
PETS2009-S1L2-1-cropped.xml,131,41,520.5712,233.3966,21.1853,79.5297
PETS2009-S1L2-1-cropped.xml,131,42,517.989,252.6496,24.7442,82.9841
PETS2009-S1L2-1-cropped.xml,131,43,220.6597,231.1467,19.011,74.7573
PETS2009-S1L2-1-cropped.xml,132,1,691.309,293.6171,33.4703,96.9475
PETS2009-S1L2-1-cropped.xml,132,2,670.6875,301.4585,26.4963,101.919
PETS2009-S1L2-1-cropped.xml,132,3,655.1575,311.1144,30.7314,100.9169
PETS2009-S1L2-1-cropped.xml,132,4,623.9458,318.1797,36.4021,106.1139
PETS2009-S1L2-1-cropped.xml,132,5,604.194,274.3794,30.9107,101.7599
PETS2009-S1L2-1-cropped.xml,132,6,586.4904,361.9022,35.9498,113.6034
PETS2009-S1L2-1-cropped.xml,132,7,548.3232,252.1392,24.901,82.9965
PETS2009-S1L2-1-cropped.xml,132,8,553.716,304.3778,25.5579,102.3479
PETS2009-S1L2-1-cropped.xml,132,9,540.3272,315.486,35.84,105.5485
PETS2009-S1L2-1-cropped.xml,132,10,555.3998,280.5495,30.8117,96.6414
PETS2009-S1L2-1-cropped.xml,132,11,176.7522,193.6137,30.415,71.5575
PETS2009-S1L2-1-cropped.xml,132,12,251.5482,238.5236,27.929,84.942
PETS2009-S1L2-1-cropped.xml,132,13,267.9441,227.5621,28.2327,82.6515
PETS2009-S1L2-1-cropped.xml,132,14,287.3694,205.5446,22.4195,79.2778
PETS2009-S1L2-1-cropped.xml,132,15,297.5534,215.455,28.3484,82.12
PETS2009-S1L2-1-cropped.xml,132,16,313.0303,206.2098,19.1062,71.7496
PETS2009-S1L2-1-cropped.xml,132,17,329.404,252.5241,23.6277,82.7115
PETS2009-S1L2-1-cropped.xml,132,18,316.3335,257.8527,32.0736,94.2808
PETS2009-S1L2-1-cropped.xml,132,19,305.5372,234.7417,29.5765,87.1771
PETS2009-S1L2-1-cropped.xml,132,20,349.7104,233.6908,23.9796,81.2223
PETS2009-S1L2-1-cropped.xml,132,21,388.2264,275.084,28.1813,89.605
PETS2009-S1L2-1-cropped.xml,132,22,357.3645,219.7329,22.6859,77.064
PETS2009-S1L2-1-cropped.xml,132,23,374.7756,230.4038,22.1675,76.9737
PETS2009-S1L2-1-cropped.xml,132,24,372.9524,213.4336,23.715,85.0071
PETS2009-S1L2-1-cropped.xml,132,25,375.0847,256.9994,27.1461,84.8677
PETS2009-S1L2-1-cropped.xml,132,26,502.6521,317.2877,42.1679,114.4405
PETS2009-S1L2-1-cropped.xml,132,27,452.6248,310.8259,31.4353,100.5232
PETS2009-S1L2-1-cropped.xml,132,28,443.9531,290.2712,32.41,89.0911
PETS2009-S1L2-1-cropped.xml,132,29,505.0075,246.7633,21.775,83.35
PETS2009-S1L2-1-cropped.xml,132,31,390.5504,253.5773,25.7159,85.6967
PETS2009-S1L2-1-cropped.xml,132,32,419.4333,248.2123,27.05,87.6479
PETS2009-S1L2-1-cropped.xml,132,33,412.1471,295.6183,32.5371,94.6957
PETS2009-S1L2-1-cropped.xml,132,34,433.227,257.7662,23.83,80.6367
PETS2009-S1L2-1-cropped.xml,132,35,441.5746,226.3434,21.6788,81.4386
PETS2009-S1L2-1-cropped.xml,132,36,450.8495,217.0379,16.5039,72.998
PETS2009-S1L2-1-cropped.xml,132,37,458.7847,239.5994,22.3025,78.6968
PETS2009-S1L2-1-cropped.xml,132,38,475.6754,222.1954,28.9673,84.9581
PETS2009-S1L2-1-cropped.xml,132,39,495.6278,293.313,31.485,87.3458
PETS2009-S1L2-1-cropped.xml,132,40,484.3052,268.7022,25.5384,91.745
PETS2009-S1L2-1-cropped.xml,132,41,527.7226,235.0915,21.2563,79.8025
PETS2009-S1L2-1-cropped.xml,132,42,524.2458,255.2146,25.008,83.4281
PETS2009-S1L2-1-cropped.xml,132,43,244.99,234.7617,18.5939,75.3379
PETS2009-S1L2-1-cropped.xml,133,1,699.058,295.9117,33.4659,97.79
PETS2009-S1L2-1-cropped.xml,133,2,678.5716,303.7031,26.4374,103.0693
PETS2009-S1L2-1-cropped.xml,133,3,663.8709,313.9042,30.5233,101.5708
PETS2009-S1L2-1-cropped.xml,133,4,632.5901,321.0675,37.7453,106.615
PETS2009-S1L2-1-cropped.xml,133,5,611.7774,276.7242,31.6778,102.396
PETS2009-S1L2-1-cropped.xml,133,6,594.363,364.9847,35.8679,114.1043
PETS2009-S1L2-1-cropped.xml,133,7,555.2072,253.915,25.1045,83.4081
PETS2009-S1L2-1-cropped.xml,133,8,561.7208,307.0934,25.5658,102.9919
PETS2009-S1L2-1-cropped.xml,133,9,548.6071,318.2891,36.085,106.5583
PETS2009-S1L2-1-cropped.xml,133,10,562.7683,282.1743,30.9077,95.3279
PETS2009-S1L2-1-cropped.xml,133,11,185.8541,193.6523,30.5208,71.7347
PETS2009-S1L2-1-cropped.xml,133,12,256.2626,239.5008,27.8012,85.4554
PETS2009-S1L2-1-cropped.xml,133,13,273.9692,228.641,28.4103,82.8971
PETS2009-S1L2-1-cropped.xml,133,14,292.84,206.5337,22.4518,79.6283
PETS2009-S1L2-1-cropped.xml,133,15,303.8467,216.616,28.1277,82.7828
PETS2009-S1L2-1-cropped.xml,133,16,318.5632,206.8692,18.9973,71.9471
PETS2009-S1L2-1-cropped.xml,133,17,335.6433,254.0974,23.8023,83.231
PETS2009-S1L2-1-cropped.xml,133,18,321.4315,259.7463,32.1249,94.8996
PETS2009-S1L2-1-cropped.xml,133,19,311.3925,236.2007,30.0004,87.3696
PETS2009-S1L2-1-cropped.xml,133,20,356.6867,235.0481,24.0399,81.1648
PETS2009-S1L2-1-cropped.xml,133,21,394.2607,277.1947,28.4671,90.175
PETS2009-S1L2-1-cropped.xml,133,22,363.6805,221.1625,22.8903,77.5619
PETS2009-S1L2-1-cropped.xml,133,23,381.2345,231.9896,22.2625,77.4451
PETS2009-S1L2-1-cropped.xml,133,24,379.6032,214.7727,23.8528,84.9092
PETS2009-S1L2-1-cropped.xml,133,25,381.1073,258.5492,27.4445,85.5539
PETS2009-S1L2-1-cropped.xml,133,26,509.8426,319.9413,42.9892,114.6
PETS2009-S1L2-1-cropped.xml,133,27,459.7151,313.1203,32.211,101.126
PETS2009-S1L2-1-cropped.xml,133,28,450.0998,291.7304,32.7875,89.2658
PETS2009-S1L2-1-cropped.xml,133,29,511.5374,248.0978,21.825,83.5324
PETS2009-S1L2-1-cropped.xml,133,31,397.053,255.1713,25.7203,86.118
PETS2009-S1L2-1-cropped.xml,133,32,425.8466,249.855,27.4299,88.58
PETS2009-S1L2-1-cropped.xml,133,33,418.4664,298.1125,32.3346,95.67
PETS2009-S1L2-1-cropped.xml,133,34,439.9278,259.2861,23.8542,81.0434
PETS2009-S1L2-1-cropped.xml,133,35,448.3068,227.6175,21.8042,81.6534
PETS2009-S1L2-1-cropped.xml,133,36,457.4935,218.2112,16.5813,73.0484
PETS2009-S1L2-1-cropped.xml,133,37,465.3949,241.0544,22.38,78.7984
PETS2009-S1L2-1-cropped.xml,133,38,483.0641,223.6876,28.9598,85.2364
PETS2009-S1L2-1-cropped.xml,133,39,502.8334,296.0075,31.4374,88.2142
PETS2009-S1L2-1-cropped.xml,133,40,491.3379,270.9416,25.655,92.215
PETS2009-S1L2-1-cropped.xml,133,41,534.9203,236.8116,21.3279,80.075
PETS2009-S1L2-1-cropped.xml,133,42,530.4658,257.8129,25.2716,83.8719
PETS2009-S1L2-1-cropped.xml,133,43,260.769,237.3878,18.3387,75.7408
PETS2009-S1L2-1-cropped.xml,134,1,706.8312,298.2015,33.4358,98.6243
PETS2009-S1L2-1-cropped.xml,134,2,686.5592,306.1184,26.2548,104.3131
PETS2009-S1L2-1-cropped.xml,134,3,672.4622,316.7372,30.1857,102.225
PETS2009-S1L2-1-cropped.xml,134,4,641.4017,323.9983,38.8655,107.1866
PETS2009-S1L2-1-cropped.xml,134,5,619.2735,279.0815,32.2624,102.9869
